timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2017-09-10,4130.37,4283.0,3801.0,4130.37,660.37327500,1505087999999,2700371.80819211,3435,291.78688700,1193884.03650449,0
2017-09-11,4208.47,4334.43,4098.91,4208.47,699.98906500,1505174399999,2956842.76250147,4228,322.19833000,1361869.71324406,0
2017-09-12,4163.72,4394.59,4040.8,4163.72,879.63031900,1505260799999,3725190.62328952,6501,451.78067000,1911015.26637066,0
2017-09-13,3944.69,4165.38,3760.0,3944.69,913.46254500,1505347199999,3570365.92571669,5019,363.05341300,1425986.44091325,0
2017-09-14,3189.02,3993.0,3165.13,3189.02,1665.02154300,1505433599999,5914261.40460825,9066,761.15397600,2711572.43635069,0
2017-09-15,3700.0,3856.0,2817.0,3700.0,1968.86649200,1505519999999,6588767.18669446,10445,966.12224500,3236325.66838306,0
2017-09-16,3714.95,3950.0,3470.66,3714.95,1297.56395300,1505606399999,4804878.24721283,8809,624.88784200,2314536.03271908,0
2017-09-17,3699.99,3748.21,3499.02,3699.99,682.17121000,1505692799999,2466490.27859466,6355,273.93197600,994843.63045949,0
2017-09-18,4035.01,4123.2,3690.0,4035.01,1030.00645500,1505779199999,4069033.05715863,8220,417.63872200,1651863.37125876,0
2017-09-19,3910.04,4089.97,3830.91,3910.04,902.33212900,1505865599999,3558315.19743872,7342,257.32035200,1016803.88177532,0
2017-09-20,3900.0,4046.08,3820.0,3900.0,720.93507600,1505951999999,2839584.45308804,7231,395.27513800,1562210.14983916,0
2017-09-21,3609.99,3910.0,3567.0,3609.99,1001.65408400,1506038399999,3757043.07821264,8714,517.25892600,1946238.63873747,0
2017-09-22,3595.87,3750.0,3505.55,3595.87,838.96642500,1506124799999,3031771.43292849,8152,511.05986900,1848104.61254174,0
2017-09-23,3780.0,3817.19,3542.91,3780.0,752.79279100,1506211199999,2799706.99951511,8402,431.94671000,1608679.14327472,0
2017-09-24,3660.02,3789.99,3622.76,3660.02,661.63639000,1506297599999,2445788.43620041,8724,290.93917000,1077964.32638088,0
2017-09-25,3920.75,3979.87,3653.69,3920.75,727.99471300,1506383999999,2784170.85318322,9740,298.83915900,1144089.17964881,0
2017-09-26,3882.35,3976.99,3850.05,3882.35,526.72798700,1506470399999,2061195.57868009,7971,225.57028300,883925.01856330,0
2017-09-27,4193.0,4249.94,3872.81,4193.0,628.17096600,1506556799999,2554629.81447101,8373,348.08364100,1418522.03112125,0
2017-09-28,4174.5,4300.0,4101.0,4174.5,849.78532500,1506643199999,3553178.87037354,11426,364.51745200,1525467.35780567,0
2017-09-29,4174.69,4263.86,3952.01,4174.69,1602.30956500,1506729599999,6571746.35900076,14834,660.40823500,2706153.81551434,0
2017-09-30,4378.51,4380.0,4138.1,4378.51,720.35318300,1506815999999,3088354.40084536,9324,292.96669300,1258540.22252994,0
2017-09-30,4378.51,4380.0,4138.1,4378.51,720.35318300,1506815999999,3088354.40084536,9324,292.96669300,1258540.22252994,0
2017-10-01,4378.48,4406.52,4240.04,4378.48,726.96368500,1506902399999,3137143.89184457,9816,291.97590400,1263465.86667018,0
2017-10-02,4380.0,4561.63,4360.0,4380.0,655.75697400,1506988799999,2905282.77570845,8185,289.54140600,1286786.89051625,0
2017-10-03,4310.0,4467.33,4180.8,4310.0,1082.32356300,1507075199999,4627422.74283879,12379,492.73518100,2107462.11039911,0
2017-10-04,4208.59,4373.0,4142.0,4208.59,868.46510100,1507161599999,3676415.10054891,11006,292.92877700,1237552.36930596,0
2017-10-05,4292.43,4355.0,4110.0,4292.43,779.13863800,1507247999999,3295532.82397779,9158,351.04201900,1483036.83360606,0
2017-10-06,4369.0,4417.0,4292.0,4369.0,506.52917600,1507334399999,2212035.12414239,6546,226.14817700,988106.60264063,0
2017-10-07,4423.0,4479.5,4312.56,4423.0,297.59750000,1507420799999,1302533.21459281,4804,145.31307600,637146.85809303,0
2017-10-08,4640.0,4658.0,4425.0,4640.0,518.46200400,1507507199999,2347356.46944654,7580,280.09485400,1268660.82999198,0
2017-10-09,4786.95,4889.98,4550.0,4786.95,646.46314500,1507593599999,3040508.90436387,10372,350.75655900,1654274.63749423,0
2017-10-10,4783.06,4960.0,4680.59,4783.06,1043.22177300,1507679999999,5044283.86347582,11967,678.83267400,3289613.76073974,0
2017-10-11,4821.43,4881.61,4710.0,4821.43,753.42939600,1507766399999,3609240.90903919,5895,540.08797500,2586977.71897445,0
2017-10-12,5430.0,5439.99,4810.16,5430.0,1276.70148200,1507852799999,6659759.29119366,8030,796.59471900,4149667.59915114,0
2017-10-13,5649.98,5846.17,5379.84,5649.98,1879.82762000,1507939199999,10597340.30104987,11663,878.63807700,4945786.36371635,0
2017-10-14,5869.99,5900.0,5580.01,5869.99,970.75904600,1508025599999,5533972.48599470,6259,433.79490400,2472775.20446234,0
2017-10-15,5709.99,5922.3,5400.01,5709.99,1343.52337500,1508111999999,7553650.20132813,7452,601.42236100,3384776.70651666,0
2017-10-16,5760.02,5788.91,5585.19,5760.02,1528.99646200,1508198399999,8701914.79553535,9153,719.21853800,4096285.84717841,0
2017-10-17,5595.0,5774.98,5508.63,5595.0,1429.86937600,1508284799999,8041662.31881055,9755,688.76677900,3874630.11789208,0
2017-10-18,5512.06,5596.0,5037.95,5512.06,2317.80437300,1508371199999,12456909.97604373,14824,1039.62247500,5582555.96464678,0
2017-10-19,5683.9,5710.0,5490.26,5683.9,1881.72210700,1508457599999,10609368.77338359,11553,866.17223400,4889254.26776489,0
2017-10-20,6010.01,6110.0,5600.0,6010.01,1972.97722000,1508543999999,11486552.18880660,11656,833.03745700,4827682.43818362,0
2017-10-21,6024.97,6171.0,5850.03,6024.97,1664.30769300,1508630399999,10114821.44026351,10182,796.02257500,4842552.09005084,0
2017-10-22,5950.02,6060.0,5720.03,5950.02,1362.09221600,1508716799999,8035415.37335629,8846,559.07234200,3298113.25431534,0
2017-10-23,5915.93,6080.0,5621.03,5915.93,1812.55771500,1508803199999,10607190.98072695,10736,733.79107900,4292971.67402233,0
2017-10-24,5477.03,5925.0,5450.0,5477.03,2580.41876700,1508889599999,14564495.85056032,13075,1128.82611700,6369508.22114772,0
2017-10-25,5689.99,5704.96,5286.98,5689.99,2282.81320500,1508975999999,12544847.89154201,12026,1102.09132600,6072831.20164732,0
2017-10-26,5861.77,5939.99,5650.0,5861.77,1972.96588200,1509062399999,11417126.63602561,11429,779.73999700,4524676.60186949,0
2017-10-27,5768.83,5980.0,5649.24,5768.83,1403.70641600,1509148799999,8167069.73635031,8305,624.08740900,3639525.74476665,0
2017-10-28,5719.64,5850.02,5630.03,5719.64,1276.75441200,1509235199999,7308076.01911184,8556,522.43712800,2992463.28829385,0
2017-10-29,6169.98,6189.88,5648.01,6169.98,1804.77817300,1509321599999,10620967.62459168,10651,954.17019600,5607341.71306722,0
2017-10-30,6120.5,6248.68,6030.0,6120.5,1473.68704300,1509407999999,9030219.28673499,9027,568.13297000,3484470.96871416,0
2017-10-30,6120.5,6248.68,6030.0,6120.5,1473.68704300,1509407999999,9030219.28673499,9027,568.13297000,3484470.96871416,0
2017-10-31,6463.0,6498.01,6100.0,6463.0,1511.77492500,1509494399999,9487640.84009910,12503,666.76356800,4189144.86604943,0
2017-11-01,6753.98,6774.67,6338.02,6753.98,1675.61518800,1509580799999,10951171.07254041,16775,681.76242400,4456444.95893702,0
2017-11-02,7019.98,7300.0,6685.1,7019.98,2503.61080300,1509667199999,17369001.33091877,20222,1152.04304200,8002005.80575711,0
2017-11-03,7115.04,7346.34,6923.0,7115.04,1891.49759200,1509753599999,13614451.74654126,15375,790.18634400,5689002.21482195,0
2017-11-04,7357.09,7480.99,6901.0,7357.09,1399.19176700,1509839999999,10064538.39659038,13395,638.38726800,4597312.95311455,0
2017-11-05,7345.01,7590.25,7279.02,7345.01,1207.83233000,1509926399999,9000403.86573288,11090,540.67519500,4027338.87761942,0
2017-11-06,6960.12,7401.0,6906.0,6960.12,1763.01926100,1510012799999,12673524.62163980,13525,730.00378700,5258426.96569148,0
2017-11-07,7064.04,7198.49,6901.0,7064.04,1440.25949400,1510099199999,10173272.33780804,13132,591.18799200,4181187.39303234,0
2017-11-08,7303.0,7770.02,6651.0,7303.0,2822.29880200,1510185599999,20491286.19840822,24381,1291.34447200,9394534.42380506,0
2017-11-09,7079.99,7392.0,7015.0,7079.99,1913.39830800,1510271999999,13798534.34721742,13818,724.15487800,5221300.62862515,0
2017-11-10,6506.98,7279.91,6255.01,6506.98,3254.70410500,1510358399999,22083345.18396158,18889,1565.26143900,10594456.21115611,0
2017-11-11,6245.05,6797.98,6100.0,6245.05,2754.15686100,1510444799999,17681445.46474999,17840,1127.47614800,7260382.61767693,0
2017-11-12,5811.03,6630.0,5325.01,5811.03,4968.48306900,1510531199999,29711508.60084671,31069,2267.41074400,13607604.41635319,0
2017-11-13,6465.99,6697.47,5699.99,6465.99,2621.24303900,1510617599999,16498136.09913936,16165,1299.99691900,8190123.54546063,0
2017-11-14,6574.99,6684.98,6311.07,6574.99,1254.29253100,1510703999999,8168729.97122799,10476,612.13620200,3991112.73071270,0
2017-11-15,7240.06,7298.0,6575.99,7240.06,1779.60584500,1510790399999,12446186.45092821,10313,958.59199000,6705958.03258740,0
2017-11-16,7864.5,7940.0,7076.0,7864.5,2331.95675000,1510876799999,17499577.25815967,14961,1196.41071700,8973214.57023640,0
2017-11-17,7699.19,7989.0,7451.0,7699.19,3982.39592500,1510963199999,31024092.61951179,22012,1910.20823700,14893068.96849563,0
2017-11-18,7761.94,7819.99,7422.0,7761.94,3954.26647700,1511049599999,30334498.31525712,18383,1891.34032400,14512569.88845333,0
2017-11-19,8038.0,8123.15,7650.33,8038.0,3867.34044400,1511135999999,30322635.76894570,14897,2097.61334600,16448877.84771707,0
2017-11-20,8212.0,8319.99,7954.0,8212.0,3886.63434800,1511222399999,31567135.38731295,20101,1816.36633900,14741452.72913412,0
2017-11-21,8119.51,8400.0,7801.0,8119.51,4544.47401600,1511308799999,37074997.58090905,20798,2222.29121500,18131894.11366924,0
2017-11-22,8205.92,8322.68,8091.09,8205.92,3545.00571000,1511395199999,29124078.47217724,14752,1823.86037400,14992767.17647145,0
2017-11-23,8019.99,8260.0,8000.0,8019.99,4093.95268700,1511481599999,33400702.99957629,16625,2163.75513100,17665030.24869222,0
2017-11-24,8138.0,8369.0,7850.0,8138.0,4411.78911200,1511567999999,35840264.45804051,19754,2166.42527500,17613353.73937526,0
2017-11-25,8700.01,8734.78,8090.0,8700.01,4292.62368200,1511654399999,36093005.20140187,18632,2294.92330000,19306904.20494265,0
2017-11-26,9128.02,9350.0,8604.72,9128.02,4147.38023700,1511740799999,37138533.83941873,19268,2035.29175500,18226481.88953511,0
2017-11-27,9650.0,9654.28,9112.04,9650.0,4521.62570700,1511827199999,42961064.95202934,22806,2433.44757500,23145323.64948013,0
2017-11-28,9896.8,9939.0,9570.5,9896.8,4917.21098500,1511913599999,48235644.05765540,18923,2431.13850200,23851135.77284698,0
2017-11-29,9687.88,11300.03,8520.0,9687.88,13352.53871500,1511999999999,135976167.45757934,47894,8662.63236200,88423971.28943045,0
2017-11-29,9687.88,11300.03,8520.0,9687.88,13352.53871500,1511999999999,135976167.45757934,47894,8662.63236200,88423971.28943045,0
2017-11-30,9838.96,10900.0,8850.8,9838.96,9389.57432900,1512086399999,91430904.34116388,41153,5360.66024200,52384338.03597776,0
2017-12-01,10782.99,10898.0,9380.0,10782.99,6134.92363300,1512172799999,62260697.58291551,32375,3269.86858800,33193672.16592109,0
2017-12-02,10890.01,11190.0,10620.0,10890.01,4765.43975700,1512259199999,52046689.84006951,29694,2390.19427500,26111051.97904352,0
2017-12-03,11165.41,11825.0,10500.0,11165.41,5346.63652400,1512345599999,60350708.29332783,39335,2574.24618700,29090180.16290429,0
2017-12-04,11579.0,11600.0,10802.0,11579.0,4663.42456200,1512431999999,52814985.63993067,32232,2516.85503100,28512751.47162289,0
2017-12-05,11699.99,11853.0,11447.68,11699.99,5550.73205500,1512518399999,64721253.04527842,31317,3135.63056500,36570499.65542363,0
2017-12-06,13550.05,13615.23,11665.58,13550.05,6707.94631900,1512604799999,84409526.69576179,40196,3830.09838100,48223185.56586906,0
2017-12-07,16599.0,16649.96,13050.0,16599.0,7487.06569500,1512691199999,109555325.34649763,57541,3931.04137600,57501459.77355417,0
2017-12-08,15880.0,17204.99,14015.0,15880.0,17589.01313600,1512777599999,271586476.61914313,84727,11950.29181200,184080403.13797045,0
2017-12-09,14656.07,16269.3,12535.0,14656.07,13918.75868700,1512863999999,205372672.98786432,66738,7988.32302300,118308773.57971703,0
2017-12-10,14899.98,15720.12,12368.0,14899.98,16553.03717300,1512950399999,233767963.46201487,80669,8736.86934400,123176894.48606697,0
2017-12-11,16587.97,17470.0,14901.08,16587.97,11820.40176200,1513036799999,193045127.90360038,71373,5905.23463300,96386375.05815985,0
2017-12-12,16349.99,16976.45,15875.0,16349.99,9436.80241100,1513123199999,155716213.09834387,76032,4395.05152500,72561808.35535773,0
2017-12-13,16033.29,16546.0,14666.56,16033.29,12416.32880100,1513209599999,196769674.31153058,83847,6127.95773900,97124627.48575148,0
2017-12-14,16334.98,16445.0,15450.0,16334.98,11616.86715100,1513295999999,186092495.18348460,86150,5999.07517300,96150362.10506035,0
2017-12-15,17539.83,17991.0,16298.45,17539.83,9181.27394700,1513382399999,159809704.04408673,85478,4712.57840000,81924043.94046211,0
2017-12-16,19102.66,19539.0,17190.01,19102.66,4202.62870900,1513468799999,76293721.36508314,51777,2308.84716300,41958921.17812987,0
2017-12-17,18860.02,19798.68,18510.0,18860.02,9177.18343400,1513555199999,175867439.47045137,84581,4197.96083500,80497172.92855518,0
2017-12-18,18856.25,19300.0,17029.98,18856.25,10624.63307100,1513641599999,196339245.74519796,91956,4690.30214600,86666689.06405356,0
2017-12-19,17295.2,18950.0,16300.0,17295.2,13210.74822000,1513727999999,232790625.92336665,116569,5740.50618400,101134115.92016459,0
2017-12-20,16488.98,17720.35,14777.66,16488.98,13450.49669300,1513814399999,221193892.50223891,129762,5732.66403500,94404363.82531904,0
2017-12-21,15492.64,17309.5,14022.0,15492.64,20324.21730000,1513900799999,320176825.29037606,117731,11672.76078900,184537677.79238920,0
2017-12-22,13326.61,15699.34,10961.0,13326.61,36076.27117500,1513987199999,477509934.71828649,243261,17556.68244900,233435309.64831901,0
2017-12-23,13300.0,14950.0,12978.18,13300.0,13141.53887500,1514073599999,184759685.33206666,135005,6547.66732600,92098774.46087750,0
2017-12-24,13500.0,13819.99,11640.0,13500.0,28557.53498800,1514159999999,365709589.60302897,173557,15365.11354500,196993097.07332075,0
2017-12-25,13699.34,14300.0,12708.0,13699.34,15748.20760700,1514246399999,213139657.62891454,116416,8834.65093800,119703848.85962639,0
2017-12-26,15689.01,16050.0,13533.0,15689.01,15034.66810400,1514332799999,224843731.89656885,133133,8436.17129800,125842113.78661472,0
2017-12-27,15459.99,16498.05,14200.15,15459.99,14959.86472300,1514419199999,231229932.48204057,142202,7843.41976100,121346099.97221792,0
2017-12-28,14182.11,15539.99,13150.0,14182.11,21717.85801400,1514505599999,303401227.98652002,178032,11431.78769100,159795892.05003202,0
2017-12-29,14378.9,14981.0,13850.0,14378.9,18072.00811600,1514591999999,260911629.21807673,142100,10502.69575000,151673949.96207923,0
2017-12-29,14378.9,14981.0,13850.0,14378.9,18072.00811600,1514591999999,260911629.21807673,142100,10502.69575000,151673949.96207923,0
2017-12-30,12440.01,14398.85,11750.0,12440.01,19221.15803900,1514678399999,247803953.75248587,190204,9530.51786000,123372468.27892077,0
2017-12-31,13716.36,14050.11,12149.98,13716.36,11768.98971800,1514764799999,155283285.36704132,138893,6085.52327700,80277167.62529440,0
2018-01-01,13380.0,13818.55,12750.0,13380.0,8609.91584400,1514851199999,114799747.44197057,105595,3961.93894600,52809747.44038045,0
2018-01-02,14675.11,15473.49,12890.02,14675.11,20078.09211100,1514937599999,279717107.43371920,177728,11346.32673900,158080088.68331682,0
2018-01-03,14919.51,15307.56,14150.0,14919.51,15905.66763900,1515023999999,236116868.33619011,162787,8994.95356600,133587333.24534808,0
2018-01-04,15059.54,15280.0,13918.04,15059.54,21329.64957400,1515110399999,312781583.79830782,170310,12680.81295100,186116793.01158931,0
2018-01-05,16960.39,17176.24,14600.0,16960.39,23251.49112500,1515196799999,369321956.48683753,192969,13346.62229300,211829900.67898224,0
2018-01-06,17069.79,17143.13,16011.21,17069.79,18571.45750800,1515283199999,309216920.98641042,158242,11007.16405600,183417769.06237719,0
2018-01-07,16150.03,17099.96,15610.0,16150.03,12493.12555800,1515369599999,206194706.37068353,120269,6779.32050800,112151163.12743520,0
2018-01-08,14902.54,16322.3,12812.0,14902.54,26600.60991200,1515455999999,396569997.15746266,208642,13756.84438900,206049582.13668824,0
2018-01-09,14400.0,15500.0,14011.05,14400.0,14315.00425300,1515542399999,210630187.45766862,156656,6841.23328700,100698572.90002140,0
2018-01-10,14907.09,14955.66,13131.31,14907.09,17411.00165500,1515628799999,244011366.76302799,161476,8529.55467500,119570139.80645349,0
2018-01-11,13238.78,14968.68,11400.0,13238.78,33554.72375100,1515715199999,446587594.69373790,239416,16422.01998000,218762237.37910992,0
2018-01-12,13740.01,14109.78,12500.0,13740.01,16417.16213700,1515801599999,222516076.27145907,134452,8117.31207500,110040020.18147800,0
2018-01-13,14210.0,14580.0,13706.15,14210.0,12221.50852800,1515887999999,173086488.54788404,123639,5574.17840800,78958098.94638569,0
2018-01-14,13474.99,14339.5,12569.2,13474.99,17017.89432900,1515974399999,226525305.12938110,152364,8288.38291100,110381556.67259862,0
2018-01-15,13539.93,14249.99,13147.79,13539.93,14652.09470500,1516060799999,200614554.53834300,145362,7431.06327200,101748315.63707082,0
2018-01-16,10900.0,13542.93,9035.0,10900.0,63401.16917500,1516147199999,722150828.14940244,418243,30353.40171700,346777069.93374636,0
2018-01-17,10988.79,11680.99,9037.94,10988.79,72331.79664600,1516233599999,744154180.13120590,517293,35412.79813700,365047291.43037911,0
2018-01-18,10961.97,11878.82,10435.33,10961.97,48464.43493700,1516319999999,541289614.05840462,393112,23814.38284500,266091805.66522687,0
2018-01-19,11474.98,11795.0,10360.0,11474.98,34129.37542100,1516406399999,382773499.22657920,273271,16871.41635500,189259676.89222242,0
2018-01-20,12799.94,13099.0,11412.45,12799.94,28768.85782700,1516492799999,358561107.78097045,251647,14389.19600500,179183657.90470727,0
2018-01-21,11530.0,12799.8,10965.0,11530.0,41379.77342600,1516579199999,485289230.81889239,360207,20574.76006100,241154449.98183498,0
2018-01-22,10760.05,11926.35,9900.24,10760.05,43752.60679100,1516665599999,475716514.20869704,363264,21300.57582800,231677479.12562198,0
2018-01-23,10799.18,11399.0,9905.0,10799.18,37473.92255200,1516751999999,399419413.23298073,355286,18747.79382800,199899519.27329972,0
2018-01-24,11349.99,11570.48,10500.0,11349.99,27158.58776200,1516838399999,299470607.43020020,293429,13087.39308800,144335221.62540217,0
2018-01-25,11175.27,11794.05,10950.21,11175.27,20839.95418300,1516924799999,236081364.97365229,221040,10201.38691900,115584688.24733494,0
2018-01-26,11089.0,11643.0,10311.15,11089.0,33056.87196000,1517011199999,360482470.17375426,314720,15330.78955300,167328952.39330244,0
2018-01-27,11491.0,11650.0,10842.69,11491.0,18860.76834500,1517097599999,212663199.53348226,207478,9208.93796300,103935891.79616303,0
2018-01-28,11879.95,12244.0,11408.0,11879.95,16887.33952400,1517183999999,200211582.94345406,206247,7342.78699700,87011013.83204750,0
2018-01-28,11879.95,12244.0,11408.0,11879.95,16887.33952400,1517183999999,200211582.94345406,206247,7342.78699700,87011013.83204750,0
2018-01-29,11251.0,11975.02,11139.55,11251.0,14170.37753800,1517270399999,162110154.87880376,169199,6016.49687100,68819972.52308751,0
2018-01-30,10237.51,11308.42,9900.0,10237.51,25554.37294600,1517356799999,268978329.50861528,259212,11388.09641900,119864289.07103088,0
2018-01-31,10285.1,10425.85,9700.0,10285.1,18015.95680500,1517443199999,181644207.11316262,201422,8782.58444200,88609272.64228793,0
2018-02-01,9224.52,10335.0,8750.99,9224.52,33564.76431100,1517529599999,317636345.98437110,316020,15430.00384900,146130725.87047478,0
2018-02-02,8873.03,9250.0,8010.02,8873.03,49971.62697500,1517615999999,434236483.70448739,453411,23113.50358400,201292749.51509915,0
2018-02-03,9199.96,9473.01,8229.0,9199.96,28725.00073500,1517702399999,256834729.05991090,327519,14182.83814600,127068644.49604894,0
2018-02-04,8184.81,9368.0,7930.0,8184.81,32014.30844900,1517788799999,274912288.42132198,356134,13805.29579000,118884553.20936234,0
2018-02-05,6939.99,8382.8,6625.0,6939.99,63403.18257900,1517875199999,471166218.71344725,533510,29857.35839000,222022401.01692357,0
2018-02-06,7652.14,7878.0,6000.01,7652.14,100201.50030700,1517961599999,684364276.36666888,785996,49565.02079400,339117633.40885492,0
2018-02-07,7599.0,8476.0,7150.01,7599.0,60778.46049700,1518047999999,477935038.81177692,514893,30084.83626600,237137973.45313893,0
2018-02-08,7784.02,7844.0,7572.09,7784.02,1521.53731800,1518049694788,11770168.04386595,12417,844.25881300,6532638.63751892,0
2018-02-09,8683.92,8738.0,7789.9,8683.92,20482.91082500,1518220799999,173348469.81187892,273091,10404.04079200,88117562.12096504,0
2018-02-10,8533.98,9065.78,8120.0,8533.98,49381.51265300,1518307199999,423411421.93098003,537578,24506.72329400,210253734.38065453,0
2018-02-11,8063.88,8549.0,7726.53,8063.88,45025.18795200,1518393599999,366966437.24988851,524626,23180.34192000,188849914.34995836,0
2018-02-12,8903.0,8989.0,8053.0,8903.0,41987.85049000,1518479999999,362440826.99437689,477660,20916.94974200,180528457.55458465,0
2018-02-13,8539.9,8950.0,8351.0,8539.9,35454.97295600,1518566399999,305165143.69692337,401893,16558.45568000,142530987.43930228,0
2018-02-14,9449.99,9489.6,8533.0,9449.99,40811.95286700,1518652799999,370126692.72823302,514897,20508.46344400,185896385.02591052,0
2018-02-15,10000.09,10219.5,9301.5,10000.09,52427.59671500,1518739199999,512388484.73178286,608349,25805.09889200,252255267.88356850,0
2018-02-16,10159.98,10323.37,9666.0,10159.98,38161.20597400,1518825599999,381103299.22388483,405310,18313.00446600,182947133.88868243,0
2018-02-17,11039.55,11075.07,10050.0,11039.55,41882.10840700,1518911999999,446012696.16926725,413585,21147.62478900,225229265.72563554,0
2018-02-18,10383.43,11274.0,10080.0,10383.43,61137.38072800,1518998399999,649423311.31002277,537534,29593.86377400,314511909.48933116,0
2018-02-19,11153.0,11250.0,10270.33,11153.0,40831.41713100,1519084799999,443766562.68306607,366882,20619.87712900,224193685.43795273,0
2018-02-20,11200.99,11786.01,11100.59,11200.99,48153.35428800,1519171199999,551573232.24295881,432197,24211.49181000,277480902.01411923,0
2018-02-21,10437.6,11304.03,10200.0,10437.6,68113.81875400,1519257599999,731537130.49218606,542340,32338.07400200,347436564.66654404,0
2018-02-22,9811.04,10933.44,9679.0,9811.04,67060.16648300,1519343999999,682006373.86958796,506273,33029.29762400,336067441.63250649,0
2018-02-23,10131.04,10435.0,9570.19,10131.04,57202.70237000,1519430399999,571800753.47097651,467480,28031.01136800,280171693.07297117,0
2018-02-24,9694.51,10496.97,9352.0,9694.51,40888.15629900,1519516799999,405618586.64803788,337918,18646.87096100,185164883.45171749,0
2018-02-25,9590.0,9847.0,9274.8,9590.0,28373.51758600,1519603199999,271286599.12608616,233567,13956.66153300,133525539.44882145,0
2018-02-26,10324.0,10444.32,9350.0,10324.0,34878.29275600,1519689599999,347559259.73845184,285276,17045.76870600,169936003.38761606,0
2018-02-27,10569.04,10870.0,10121.0,10569.04,30705.38512300,1519775999999,324295371.14146575,240542,15187.08373800,160450471.45576781,0
2018-02-27,10569.04,10870.0,10121.0,10569.04,30705.38512300,1519775999999,324295371.14146575,240542,15187.08373800,160450471.45576781,0
2018-02-28,10326.76,11098.0,10300.0,10326.76,30800.98378200,1519862399999,327914696.13067525,277886,14412.84633000,153537202.10196505,0
2018-03-01,10920.0,11060.41,10240.0,10920.0,25092.55393000,1519948799999,268172535.38112930,230428,12785.40450000,136788817.23158328,0
2018-03-02,11039.0,11200.0,10770.0,11039.0,23910.71009000,1520035199999,262936307.00785756,211691,11893.33363200,130864918.82307481,0
2018-03-03,11464.48,11544.0,11015.01,11464.48,21287.15328000,1520121599999,241749497.90247172,190444,10842.68278400,123142920.22314858,0
